1,vitamin,ビタミン
2,role,役
3,roll,ころがる
4,healthy,健康な
5,mammal,哺乳(ほにゆう)動物
6,suffer,経験する
7,lack,欠乏
8,luck,運
9,curious,物を知りたがる
10,however,しかしながら
11,nevertheless,それにもかかわらず
12,ape,類人猿
13,happen,起こる
14,mark,跡
15,skin,皮膚
16,tooth,歯
17,area,面積
18,bleed,出血する
19,couple,二つ
20,plenty,豊富
21,fresh,新鮮な
22,drug,麻薬
23,amount,総計〔いくらに〕達する
24,sum,合計
25,body,身体
26,soul,霊魂
27,spirit,心
28,mind,心，精神
29,insight,見える所に
30,definition,定義
31,infinite,無限の
32,numerous,多数の
33,usual,いつもの
34,carefully,注意[用心]深く
35,control,支配(すること)
36,discipline,訓練
37,alcohol,アルコール
38,instance,例
39,instant,瞬間
40,history,歴史
41,tie,結び[縛り，くくり]つける
42,bond,縛る[結ぶ，つなぐ]もの
43,Culture,教養
44,cultivate,耕す
45,plant,植物
46,biology,生物学
47,unique,唯一の
48,peculiar,妙な
49,matter,問題
50,taste,味覚
51,flavor,味
52,cause,原因
53,difference,違い
54,otherwise,別な方法で(は)
55,fact,事実
56,pick,選ぶ
57,wolf,オオカミ
58,raise,持ち上げる
59,lift,持ち上げる
60,breed,産む
61,female,女性
62,birth,出生
63,wife,妻
64,daughter,娘
65,grandparent,祖父
66,grandchild,孫
67,grand,雄大な
68,cousin,いとこ
69,dig,掘る
70,hole,穴
71,within,以内で[の]
72,while,する間
73,hunt,狩る
74,instead,その代わりとして
75,behind,後ろに
76,guard,守る
77,air,空気
78,address,あいさつの言葉
79,lecture,講義
80,bill,勘定書き
81,gesture,身ぶり
82,meaning,意味
83,misunderstand,誤解する
84,embarrass,恥ずかしい思いをさせる
85,experience,経験
86,foreign,外国の
87,alien,外国の
88,domestic,家庭の
89,count,数える
90,countless,数え切れない
91,counterpart,割り印
92,calculate,計算する
93,index,索引
94,common,共通の
95,familiar,よく知っている
96,mutual,相互の
97,quiet,静かな
98,calm,穏やかな
99,puzzle,困らせる人
100,mystery,神秘的なこと
